ListeFiyatları
Referans,2023 Liste Fiyatı,Para Birimi
XB4FVB6,810.6,TL
XB4FVM1,"1,006.7",TL
XB4FVM3,"1,006.7",TL
XB4FVM4,"1,006.7",TL
XB4FVM5,"1,006.7",TL
XB4FVM6,"1,006.7",TL
XB4FW31B5,"1,150.6",TL
XB4FW33B5,"1,150.6",TL
XB4FW33M5,"1,395.7",TL
XB4FW34B5,"1,150.6",TL
XB4FW34M5,"1,395.7",TL
XB4FW35B5,"1,150.6",TL
XB4FW35M5,"1,395.7",TL
XB4FW36M5,"1,395.7",TL
XB5FA11,525.3,TL
XB5FA21,525.3,TL
XB5FA31,525.3,TL
XB5FA3311,581.4,TL
XB5FA3341,581.4,TL
XB5FA3351,581.4,TL
XB5FA42,525.3,TL
XB5FA4322,581.4,TL
XB5FA51,525.3,TL
XB5FA61,525.3,TL
XB5FD21,576,TL
XB5FD53,796.6,TL
XB5FG21,"1,229.1",TL
XB5FG33,"1,463.7",TL
XB5FJ21,604.2,TL
XB5FJ33,768.7,TL
XB5FJ53,819.4,TL
XB5FK123B5,"1,204.6",TL
XB5FK123M5,"1,309.7",TL
XB5FK124B5,"1,204.6",TL
XB5FK124M5,"1,309.7",TL
XB5FK125B5,"1,204.6",TL
XB5FK125M5,"1,309.7",TL
XB5FK133B5,"1,378",TL
XB5FK133M5,"1,513",TL
XB5FK134B5,"1,378",TL
XB5FK134M5,"1,513",TL
XB5FK135B5,"1,378",TL
XB5FK135M5,"1,513",TL
XB5FW31B5,893.2,TL
XB5FW31M5,"1,154",TL
XB5FW33B5,893.2,TL
XB5FW33M5,"1,154",TL
XB5FW34B5,893.2,TL
XB5FW34M5,"1,154",TL
XB5FW35B5,893.2,TL
XVR13M05L,"10,295.9",TL
XA2EVF3LC,195.5,TL
XB6DV4BB,756.5,TL
XB7EV06BP,185.6,TL
XB5KS2B4,"2,434.1",TL
XB5KS2B8,"2,434.1",TL
XB5KS2M4,"2,696.5",TL
XB5KS2M8,"2,696.5",TL
RXM2LB1B7,252.3,TL
RXM2LB1BD,252.3,TL
RXM2LB1P7,252.3,TL
RXM2LB2B7,266.2,TL
RXM4LB1B7,289,TL
RXM4LB1BD,289,TL
RXM4LB1P7,289,TL
RXM4LB2B7,304.6,TL
RXZE1M2C,119,TL
XA2EVQ1LC,168.3,TL
XA2EVQ3LC,168.3,TL
XA2EVQ4LC,168.3,TL
XA2EVQ5LC,168.3,TL
XA2EVQ6LC,168.3,TL
XVBC8B8,"6,198.5",TL
ZB5AZ009,56.1,TL
ZB4BH043,595.3,TL
RXM4LB2P7,304.6,TL
RXZE1M4C,185.6,TL
RXM2LB2BD,266.2,TL
XVUZ12,"1,504.2",TL
XA2EVB1LC,115.6,TL
XA2EVB3LC,115.6,TL
XA2EVB4LC,115.6,TL
XA2EVB5LC,115.6,TL
XA2EVM1LC,124.1,TL
XA2EVM3LC,124.1,TL
XA2EVM4LC,124.1,TL
XA2EVM5LC,124.1,TL
XA2EVM6LC,124.1,TL
XVUZ400,"2,234.1",TL
XVUZ800,"3,743.7",TL
RXM4LB2BD,304.6,TL
SSM1A112BD,"2,680.9",TL
SSM1A112P7,"2,969.6",TL
SSP1A125BDT,"2,418.1",TL
SSP1A125M7T,"2,680.9",TL
SSP1A150BDT,"2,577.5",TL
SSP1A150M7T,"3,127.3",TL
SSP1A475BDT,"3,153.5",TL
SSP1A475M7T,"3,447.6",TL
XA2EA11,142.8,TL
XA2EA21,142.8,TL
XA2EA31,142.8,TL
XA2EA3311,146.2,TL
XA2EA3341,146.2,TL
XA2EA3351,146.2,TL
XA2EA42,142.8,TL
XA2EA4322,146.2,TL
XA2EA4342,146.2,TL
XA2EA61,142.8,TL
XA2EC21,159.8,TL
XA2EC42,159.8,TL
XA2ED21,171.7,TL
XA2ED25,231.2,TL
XA2ED33,238,TL
XA2ED41,171.7,TL
XA2ED53,238,TL
XA2EG03,518.5,TL
XA2EG21,438.6,TL
XA2EG33,518.5,TL
XA2EG63,510,TL
XA2EG73,518.5,TL
XA2EH031,224.4,TL
XA2EH051,224.4,TL
XA2EJ21,238,TL
XA2EJ25,295.8,TL
XA2EJ33,300.9,TL
XA2EJ53,300.9,TL
XA2EW31B1,282.2,TL
XA2EW31M1,345.1,TL
XA2EW33B1,282.2,TL
XA2EW33M1,345.1,TL
XA2EW34B1,282.2,TL
XA2EW34B2,282.2,TL
XA2EW34M1,345.1,TL
XA2EW34M2,345.1,TL
XA2EW35B1,282.2,TL
XA2EW35M1,345.1,TL
XA2EW36B1,282.2,TL
XA2EW36M1,345.1,TL
ZA2EE101,69.7,TL
ZA2EE102,69.7,TL
RXM040W,101.7,TL
RE22R1MYMR,"3,615.9",TL
RE22R1QCMU,"2,449.7",TL
ZBY9121,185.6,TL
ZBY9320,192.8,TL
RE22R1MLMR,"3,615.9",TL
ZA2BS934,"2,687.7",TL
RM22LA32MR,"3,922.2",TL
RM22TG20,"2,449.7",TL
RM22TR33,"3,008.3",TL
RM22UA32MR,"3,992.3",TL
RM22UA33MR,"3,992.3",TL
RGZE1S35M,196.2,TL
RGZE1S48M,219,TL
RXG12B7,479.7,TL
RXG12P7,479.7,TL
RXG15BD,339.7,TL
RXG15P7,402.9,TL
RXG22B7,495.4,TL
RXG22BD,432.5,TL
RXG22P7,495.4,TL
RXG25B7,437.9,TL
RXG25BD,369.6,TL
RXG25P7,437.9,TL
RXG12BD,402.9,TL
XVBC37,887.7,TL
ZBRT2,"3,596.5",TL
ZBRACS,703.8,TL
ZBRM21,"1,651",TL
ZBRM22,"1,651",TL
RUMC31ED,889.4,TL
RUMC21B7,567.5,TL
RUMC21BD,558.6,TL
RUMC21P7,604.2,TL
RUMC31B7,611,TL
RUMC31BD,593.6,TL
RUMC31P7,662,TL
XVUC020,"1,395.7",TL
XVUC21MP,"2,803.3",TL
XVUC23,"1,395.7",TL
XVUC24,"1,395.7",TL
XVUC25,"1,395.7",TL
XVUC26,"1,395.7",TL
XVUC27,"1,395.7",TL
XVUC29,"2,866.5",TL
XVUC9S,"1,556.5",TL
XVUC9SQ,"1,667",TL
XVUC9V,"4,405.4",TL
XVUZ01,978.9,TL
XVUZ01Q,"1,101.3",TL
XVUZ02,"1,532",TL
XVUZ05,"5,015",TL
XVUZ06,"1,836.7",TL
ZBRN1,"14,305.8",TL
ZBRN2,"16,809.6",TL
ZBRCETH,"9,122.9",TL
XB4BS9442,"1,115.5",TL
XB4BS8442,712.6,TL
XB5AS9442,907.1,TL
XB5AS8442,479.7,TL
XALD112,840.5,TL
XB4BV61,345.1,TL
XVBC2B7,"1,770.4",TL
ZA2BS944,"2,330.7",TL
XALK178,"1,479.7",TL
XALK188,"1,479.7",TL
XALK1781H29,"1,479.7",TL
ZB4BA434,187.3,TL
ZB5AA434,119,TL
ZB5AV06,122.7,TL
ZBRP1,"6,548.7",TL
XB4BK124M5,"1,327.4",TL
XB5AK123M5,875.5,TL
XB7NS8442,406.3,TL
XB7NS9445,828.2,TL
XVGB2W,"2,763.2",TL
XVGB3W,"3,297",TL
XVGB4W,"4,162.3",TL
XVGB2T,"2,897.8",TL
XVGB3T,"3,439.1",TL
XVGB2,"2,969.6",TL
XVGB3,"3,614.2",TL
XVGB4,"4,318",TL
XVGB2H,"2,969.6",TL
XVGB3H,"3,614.2",TL
XVGB4H,"4,318",TL
XVGB2M,"3,375.9",TL
XVGB3M,"4,023.9",TL
XVGB3SM,"4,974.5",TL
XVGB2SM,"4,318",TL
XVGB4S,"5,288",TL
XVGB2SH,"3,948.4",TL
XVGB3SH,"4,563.1",TL
XVGB4SH,"5,288",TL
XVGB4ST,"5,187.1",TL
XVGB3ST,"4,318",TL
XVGB3S,"4,563.1",TL
XVGB2ST,"3,696.5",TL
XVGB4SW,"5,056.8",TL
XVGB3SW,"4,228.6",TL
XVGB2SW,"3,614.2",TL
RE17RAMU,"1,899.9",TL
RXM2LB2P7,266.2,TL
XVGU3SWV,"5,953.4",TL
XVGU3SHAV,"6,881.6",TL
RE17LAMW,"2,346.3",TL
RE17LCBM,"2,346.3",TL
RE17RMEMU,"2,428.6",TL
RE17RMMU,"2,754.3",TL
XB7NA11,225.8,TL
XB7NA21,225.8,TL
XB7NA31,225.8,TL
XB7NA42,225.8,TL
XB7ND21,273,TL
XB7NH21,266.2,TL
XB7NH31,266.2,TL
XB7NH25,325.7,TL
XB7NH35,325.7,TL
XB7ND25,346.8,TL
XB7NW3361,365.8,TL
XB7ND33,378.1,TL
XB7NW33B1,485.2,TL
XB7NW34B1,485.2,TL
XB7NW34B2,485.2,TL
XB7NW36B1,485.2,TL
XB7NG21,656.5,TL
XB7NW33M1,548.1,TL
XB7NW34M1,548.1,TL
XB7NW34M2,548.1,TL
ZB5RTA2,"3,812.1",TL
ZB5RTA3,"3,812.1",TL
ZB5RTA432,"3,812.1",TL
ZB5RTA5,"3,812.1",TL
ZB5RTA6,"3,812.1",TL
ZB4RTA1,"4,477.5",TL
ZB4RTA2,"4,477.5",TL
ZB4RTA3,"4,477.5",TL
ZB4RTA4,"4,477.5",TL
ZB4RTA5,"4,477.5",TL
ZBRRA,"3,981.7",TL
ZBRRC,"3,981.7",TL
ZBRA1,"4,680.4",TL
ZBRT1,"3,039.6",TL
ZB5RTA1,"3,812.1",TL
ZA2BV04,521.9,TL
ZA2BG6,926.2,TL
XB6DV5BB,756.5,TL
ZB5AZ102,164.6,TL
ZB5AA5,96.2,TL
ZB4BK1333,828.2,TL
ZB4BA6,171.7,TL
ZB4BA1,171.7,TL
ZA2VA12,"9,087.9",TL
XVBL0B6,"3,931.1",TL
XVBC4B4,"2,659.8",TL
LA9RM201,"3,125.6",TL
DL1CE024,82.3,TL
RSB2A080B7,254,TL
XACA9411,180.2,TL
K50F003UP,"8,317.4",TL
K2F003ULH,"1,630.3",TL
K1B001ULH,870.4,TL
XD4PA24,"3,325.2",TL
ZA2VA03,"3,039.6",TL
DL1BDB3,"2,353.5",TL
XB6DV3BB,756.5,TL
XB6CW3B1B,"1,036.7",TL
XB6AF3B1B,"1,047.2",TL
XB5AW3465,495.4,TL
XB5AW3165,495.4,TL
XB5AK125M5,875.5,TL
XB5AA42,232.9,TL
XB4BW36M5,998.2,TL
XB4BW3465,726.6,TL
XB4BW31B5,821.1,TL
XB4BVB6,380.1,TL
XB4BA4322,362.4,TL
XALD04,"1,992.7",TL
XB7EV07BP,185.6,TL
9001KS43K5R,"4,575.4",TL
XB7EV07MP,241.7,TL
48535,"3,485",TL
47362,"4,502",TL
47363,"4,502",TL
47382,"9,622",TL
48468,"7,072",TL
48494,"4,502",TL
48503,"9,622",TL
48504,"9,622",TL
48600,"5,338",TL
48601,"1,357",TL
48603,"1,490",TL
48604,"10,064",TL
48608,"33,184",TL
48609,"80,580",TL
48610,"58,140",TL
48198,"2,958",TL
48211,"19,448",TL
48212,"19,448",TL
MVS21541,"15,300",TL
MVS08C3MW5L,"116,348",TL
MVS10C3MW5L,"119,272",TL
MVS12C3MW5L,"121,550",TL
MVS16C3MW5L,"130,594",TL
MVS06C3MF5L,"77,894",TL
MVS06C3NW5L,"127,160",TL
MVS08C3MF5L,"81,532",TL
MVS10C3MF5L,"84,116",TL
MVS10C3NW5L,"134,572",TL
MVS12C3MF5L,"86,360",TL
MVS12C3NW5L,"136,850",TL
MVS16C3MF5L,"98,974",TL
MVS16C3NW5L,"145,894",TL
MVS06C3NF5L,"93,194",TL
MVS08C3NF5L,"96,832",TL
MVS10C3NF5L,"99,416",TL
MVS06C3MW5L,"111,860",TL
MVS16C3NF5L,"114,274",TL
MVS08C3NW5L,"131,648",TL
MVS21430,"13,940",TL
MVS21512,"15,300",TL
MVS21513,"16,014",TL
MVS21514,"16,014",TL
MVS21515,"15,300",TL
MVS21516,"16,014",TL
MVS21517,"16,014",TL
MVS21522,"15,300",TL
MVS21523,"16,014",TL
MVS21524,"16,014",TL
MVS21525,"15,300",TL
MVS21526,"16,014",TL
MVS21527,"16,014",TL
MVS32H3NW5L,"247,248",TL
MVS20H3NW5L,"178,534",TL
MVS12H3NF5L,"112,642",TL
MVS12H3MW5L,"135,762",TL
MVS12H4MF5L,"113,866",TL
48493,"4,502",TL
48526,"19,448",TL
MVS21801,"4,689",TL
MVS21803,"4,689",TL
MVS21802,"4,689",TL
MVS21804,"4,689",TL
MVS08H4NF5L,"120,088",TL
MVS10H4NF5L,"124,984",TL
MVS12H4NF5L,"129,880",TL
MVS16H4NF5L,"146,506",TL
MVS20H4NF5L,"161,364",TL
MVS25H4NF5L,"201,178",TL
MVS32H4NF5L,"231,676",TL
MVS40H4NF5L,"299,268",TL
MVS21511,"16,014",TL
MVS08H3MF5L,"89,828",TL
MVS10H3MF5L,"93,500",TL
MVS12H3MF5L,"96,628",TL
MVS16H3MF5L,"110,942",TL
MVS20H3MF5L,"121,550",TL
MVS25H3MF5L,"152,762",TL
MVS32H3MF5L,"176,766",TL
MVS40H3MF5L,"229,840",TL
MVS08H3NF5L,"105,842",TL
MVS10H3NF5L,"109,514",TL
MVS16H3NF5L,"126,956",TL
MVS20H3NF5L,"137,564",TL
MVS25H3NF5L,"168,776",TL
MVS32H3NF5L,"192,780",TL
MVS40H3NF5L,"245,854",TL
MVS08H3MW5L,"128,894",TL
MVS10H3MW5L,"132,804",TL
MVS16H3MW5L,"146,472",TL
MVS20H3MW5L,"162,520",TL
MVS25H3MW5L,"193,426",TL
MVS32H3MW5L,"231,234",TL
MVS40H3MW5L,"315,146",TL
MVS08H3NW5L,"144,908",TL
MVS10H3NW5L,"148,818",TL
MVS12H3NW5L,"151,776",TL
MVS16H3NW5L,"162,486",TL
MVS25H3NW5L,"209,440",TL
MVS40H3NW5L,"331,160",TL
MVS08H4MF5L,"104,074",TL
MVS10H4MF5L,"108,970",TL
MVS16H4MF5L,"130,492",TL
MVS20H4MF5L,"145,350",TL
MVS25H4MF5L,"185,164",TL
MVS32H4MF5L,"215,662",TL
MVS40H4MF5L,"283,254",TL
48599,"7,786",TL
48527,"19,448",TL
47926,"11,084",TL
47383,"9,622",TL
EZC100H3032,"2,455",TL
EZC100H1050,"1,456",TL
LV429338,"1,799",TL
LV432598,"2,180",TL
LV432591,820,TL
LV429515,742,TL
LV429214,"5,984",TL
LV429317,691,TL
LV429329,480,TL
LV429337,"1,197",TL
LV429387,"2,224",TL
LV429388,"2,224",TL
LV429407,"2,394",TL
LV429408,"2,394",TL
LV429451,942,TL
LV432457,"7,344",TL
LV432558,871,TL
LV432570,643,TL
LV432597,"1,445",TL
EZC100H1025,"1,456",TL
EZCV250H4100,"17,646",TL
EZCV250H4250,"25,874",TL
EZCV250H4125,"20,468",TL
EZCV250H4160,"20,604",TL
EZCV250H4200,"23,222",TL
EZC100N1060,"1,371",TL
EZC100N1050,"1,371",TL
EZC100N1100,"1,541",TL
EZC250N4250,"10,846",TL
EZC250N4160,"10,132",TL
EZELOCKN,334,TL
EZC100H1060,"1,456",TL
EZC100H1040,"1,456",TL
EZC100H1030,"1,456",TL
EZC100H2020,"1,775",TL
EZC100H2015,"1,775",TL
EZC100H1015,"1,456",TL
EZC250F3100,"5,372",TL
EZC250F3150,"5,542",TL
EZC250F3160,"5,542",TL
EZC250F3175,"8,024",TL
EZC250F3200,"8,024",TL
EZC250F3225,"8,024",TL
EZC250N3125,"5,372",TL
EZC250N3150,"5,542",TL
EZC250N3160,"5,542",TL
EZC250N3175,"8,024",TL
EZC250N3200,"8,024",TL
EZC250N3225,"8,024",TL
EZC250N3250,"8,024",TL
EZC250H3100,"5,372",TL
EZC250H3125,"4,193",TL
EZC250H3150,"5,542",TL
EZC250H3160,"4,516",TL
EZC250H3200,"6,188",TL
EZC250H3225,"6,154",TL
EZC250H3250,"6,188",TL
EZELUG2503,"1,241",TL
EZEFASB2,303,TL
EZEAX,"1,286",TL
EZEAXAL,"1,258",TL
EZESHT100AC,"2,306",TL
EZESHT200AC,"1,768",TL
EZESHT024DC,"1,714",TL
EZEUVR200AC,"10,064",TL
EZEROTDS,"1,707",TL
EZELOCK,456,TL
EZATSHD3P,303,TL
EZB630W12,"45,322",TL
EZC100H3015,"2,469",TL
EZC100H3020,"2,469",TL
EZC100H3025,"2,469",TL
EZC100H3040,"2,469",TL
EZC100H3050,"2,469",TL
EZC100H3060,"2,469",TL
EZC100H3075,"3,094",TL
EZC100H3080,"3,094",TL
EZC100H3100,"3,094",TL
EZAFASB2,303,TL
EZASHT100AC,"2,183",TL
EZASHT024DC,"2,183",TL
EZALOCK,323,TL
EZADINR,303,TL
EZAUVR200AC,"2,700",TL
EZAROTE,"2,214",TL
EZAUX10,"1,027",TL
EZAUX01,473,TL
EZAUX11,"1,258",TL
EZASHT200AC,"1,768",TL
33209,"5,338",TL
29450,"1,296",TL
LV563307,"27,268",TL
LV563317,"30,634",TL
LV563330,"44,200",TL
LV563327,"32,980",TL
G12F4F20,"3,302",TL
G12F4F25,"3,302",TL
G12F4F32,"3,302",TL
G12F4F40,"3,302",TL
G12F4F50,"3,302",TL
G12F4F63,"3,302",TL
G12F4F80,"3,747",TL
G12F4F100,"3,747",TL
G12F4F125,"4,363",TL
G12F4A16,"3,815",TL
G12F4A20,"3,815",TL
G12F4A25,"3,815",TL
G12F4A32,"3,815",TL
G12F4A40,"3,815",TL
G12F4A50,"3,815",TL
G12F4A63,"3,815",TL
G12F4A80,"3,995",TL
G12F4A100,"3,995",TL
G12F4A125,"5,202",TL
G40F4A250,"15,164",TL
G40F4A320,"20,400",TL
G40F4A400,"20,740",TL
G40N4A250,"15,742",TL
G40N4A320,"23,018",TL
G40N4A400,"23,528",TL
LV563320,"36,958",TL
G80N4TM500,"29,988",TL
G80N4TM630,"31,790",TL
G80N4TM800,"42,738",TL
G80H4TM500,"37,706",TL
G80H4TM630,"39,678",TL
G80H4TM800,"49,742",TL
LV563310,"32,164",TL
G12F4F16,"3,302",TL
G20F4A160,"8,194",TL
G20F4A40,"4,808",TL
G20F4A63,"4,808",TL
G20B4A200,"8,602",TL
G20B4A80,"4,441",TL
G20F4A50,"4,808",TL
G20B4A100,"4,441",TL
G20B4A40,"4,441",TL
G80H4E800,"56,406",TL
G80H4E500,"42,466",TL
G80N4E500,"34,340",TL
G80N4E630,"36,176",TL
G80N4E800,"46,444",TL
G20B4A125,"5,678",TL
G20B4A50,"4,441",TL
G20F4A100,"4,808",TL
G20F4A200,"9,010",TL
G20F4A80,"4,808",TL
G80H4E630,"44,710",TL
G20B4A160,"7,786",TL
G20B4A63,"4,441",TL
G20F4A125,"6,018",TL
G25SPDR3P,956,TL
G25FASB2,160,TL
G25ROTE,"1,459",TL
G25PLUGKIT3P,"2,758",TL
G25RC3P,"2,316",TL
G25SBC3P,"1,014",TL
G25PBASE3P,"4,696",TL
G25ROTDS,"1,000",TL
LV510555,"9,384",TL
LV510582,"12,104",TL
LV516509,"12,138",TL
LV510451,"6,970",TL
LV510454,"6,970",TL
LV510470,"5,270",TL
LV510472,"5,270",TL
LV510480,"6,664",TL
LV510481,"6,664",TL
LV510483,"6,664",TL
LV510484,"6,664",TL
LV516466,"8,330",TL
LV540329,"35,870",TL
LV563326,"32,980",TL
LV563329,"44,200",TL
LV516508,"11,560",TL
G25B3A250,"6,528",TL
G25F3A200,"6,902",TL
LV516461,"5,780",TL
LV516505,"9,112",TL
LV525505,"11,424",TL
LV516510,"12,988",TL
LV510551,"8,670",TL
LV510553,"9,486",TL
LV516506,"9,520",TL
LV510554,"9,384",TL
LV510476,"5,270",TL
LV510477,"5,270",TL
LV510550,"8,228",TL
LV510552,"9,486",TL
LV525507,"12,104",TL
LV510580,"10,982",TL
LV510581,"12,138",TL
LV525508,"14,450",TL
G25B3A200,"6,528",TL
G25B3A160,"6,528",TL
G25F3A160,"6,902",TL
LV510450,"6,970",TL
LV510452,"6,970",TL
LV510455,"6,970",TL
LV510471,"5,270",TL
LV510474,"5,270",TL
LV510486,"7,140",TL
LV516467,"11,526",TL
LV516468,"12,954",TL
LV540325,"21,250",TL
LV563328,"41,820",TL
LV525506,"11,968",TL
LV525509,"14,450",TL
LV540328,"33,830",TL
LV510482,"6,664",TL
LV540554,"24,140",TL
LV510583,"12,104",TL
LV510584,"11,968",TL
LV525510,"15,368",TL
LV510453,"6,970",TL
LV510475,"5,270",TL
LV525458,"15,402",TL
LV540326,"23,970",TL
LV563325,"29,920",TL
LV563554,"30,260",TL
G25F3A250,"6,902",TL
LV510485,"6,664",TL
LV510487,"7,820",TL
LV525457,"15,402",TL
LV516507,"10,710",TL
LV510585,"11,968",TL
G12F3A16,"2,935",TL
G12F3A20,"2,935",TL
G12F3A25,"2,935",TL
G12F3A32,"2,935",TL
G12F3A40,"2,935",TL
G12F3A50,"2,935",TL
G12F3A63,"2,935",TL
G12F3A80,"3,400",TL
G12F3A100,"3,400",TL
G12F3A125,"3,836",TL
G80N3TM500,"23,290",TL
G80N3TM630,"26,622",TL
G80N3TM800,"32,028",TL
G80H3TM500,"25,568",TL
G80H3TM630,"29,138",TL
G80H3TM800,"35,598",TL
EZAROTDS,"1,530",TL
LV435001,"11,016",TL
LV435002,"11,016",TL
LV435005,"28,560",TL
LV435010,"28,560",TL
LV516450,"7,242",TL
LV516451,"7,412",TL
LV516462,"5,916",TL
LV516463,"6,120",TL
LV525442,"9,112",TL
LV525452,"8,874",TL
LV525453,"8,874",TL
LV540515,"28,560",TL
LV540516,"41,888",TL
LV563515,"39,508",TL
LV563516,"50,354",TL
G12FASB2,106,TL
G20FASB2,106,TL
G40-80FASB2,266,TL
G20PLUGFASB2,106,TL
G12STSHD3P,534,TL
G20STSHD3P,534,TL
G40STSHD3P,565,TL
G80STSHD3P,704,TL
G20SBC3P,857,TL
G40SBC3P,"2,057",TL
G12F3F16,"2,391",TL
G12F3F20,"2,391",TL
G12F3F25,"2,391",TL
G12F3F32,"2,391",TL
G12F3F40,"2,391",TL
G12F3F50,"2,391",TL
G12F3F63,"2,391",TL
G12F3F80,"2,996",TL
G12F3F100,"2,996",TL
G12F3F125,"3,363",TL
G20B3A40,"3,373",TL
G20B3A50,"3,373",TL
G20B3A63,"3,373",TL
G20B3A80,"3,536",TL
G20B3A100,"3,536",TL
G20B3A125,"4,108",TL
G20B3A160,"4,227",TL
G20B3A200,"6,120",TL
G20F3A40,"3,564",TL
G20F3A50,"3,564",TL
G20F3A63,"3,564",TL
G20F3A80,"3,740",TL
G20F3A100,"3,740",TL
G20F3A125,"4,308",TL
G20F3A160,"4,441",TL
G20F3A200,"6,460",TL
G40F3A250,"8,976",TL
G40F3A320,"13,022",TL
G40F3A400,"14,994",TL
G40N3A250,"9,690",TL
G40N3A320,"15,980",TL
G40N3A400,"18,292",TL
G80N3E500,"28,322",TL
G80N3E630,"29,818",TL
G80N3E800,"35,870",TL
G80H3E500,"31,994",TL
G80H3E630,"33,694",TL
G80H3E800,"41,140",TL
G12-25AUX240,997,TL
G40-80AUX240,997,TL
G12ROTE,"1,456",TL
G12ROTDS,969,TL
G20ROTE,"1,456",TL
G20ROTDS,969,TL
G40ROTE,"1,765",TL
G40ROTDS,"1,170",TL
G80ROTE,"2,115",TL
G80ROTDS,"1,524",TL
G20-25UVR240AC,"1,935",TL
G20-25UVR415AC,"1,935",TL
G20-25SHT240AC,"1,469",TL
G20-25SHT415AC,"1,469",TL
G40-80UVR240AC,"1,935",TL
G40-80UVR415AC,"1,935",TL
G40-80SHT240AC,"1,799",TL
G40-80SHT415AC,"1,799",TL
G12UVR230AC,"1,935",TL
G12UVR415AC,"1,935",TL
G12SHT415AC,"1,469",TL
G20PBASE3P,"2,884",TL
G40PBASE3P,"7,344",TL
G80PBASE3P,"23,596",TL
G20PLUGKIT3P,"2,013",TL
G40PLUGKIT3P,"2,884",TL
G80PLUGKIT3P,"9,452",TL
G12SPDR3P,517,TL
G20SPDR3P,595,TL
G40SPDR3P,"1,636",TL
G80SPDR3P630,"6,052",TL
G80SPDR3P800,"6,732",TL
G20RC3P,"1,836",TL
G40RC3P,"2,751",TL
G80RC3P,"4,801",TL
LV510951,"4,424",TL
EZC100N3032,"2,455",TL
EZC400H3400N,"13,940",TL
LV529488,"15,742",TL
LV529489,"17,748",TL
LV529492,"21,862",TL
LV529493,"24,752",TL
LV532464,"24,004",TL
LV532465,"35,190",TL
EZC100N1025,"1,456",TL
LV516323,"10,336",TL
EZC250H3175,"6,154",TL
EZETSHD3P,"1,027",TL
LV525342,"13,158",TL
LV525352,"15,810",TL
LV563319,"36,958",TL
LV540552,"20,740",TL
LV563315,"25,160",TL
LV540316,"21,522",TL
LV525302,"7,242",TL
LV510347,"6,188",TL
LV510341,"5,338",TL
LV510330,"4,193",TL
LV510312,"4,995",TL
LV510303,"3,965",TL
EZC250H2125,"3,723",TL
LV510950,"4,424",TL
LV510935,"3,509",TL
EZC100H3030,"2,469",TL
EZC250F3250,"8,024",TL
EZEROTE,"2,700",TL
EZC100H4075,"3,632",TL
LV540050,473,TL
LV563311,"29,546",TL
LV510321,"4,995",TL
LV540322,"31,654",TL
LV510322,"4,995",TL
LV510323,"4,995",TL
LV510324,"4,995",TL
LV510325,"4,995",TL
LV510326,"4,995",TL
LV510327,"4,995",TL
LV516352,"9,860",TL
LV516353,"9,860",TL
LV525353,"13,158",TL
LV563312,"29,546",TL
EZC100N3040,"2,455",TL
EZC100N3050,"2,455",TL
LV516322,"8,874",TL
EZC400H4320N,"15,130",TL
EZC100H4032,"2,992",TL
EZETSHD3PN,990,TL
EZC250F3125,"5,508",TL
EZC250H4250,"12,036",TL
EZC400H4400N,"17,408",TL
EZASHT380AC,"1,768",TL
EZC100H4050,"2,907",TL
EZC400N3320N,"12,036",TL
LV510473,"5,270",TL
EZC100F3063,"2,455",TL
EZC100N3060,"2,455",TL
EZC100H4100,"3,632",TL
EZC100F3060,"2,455",TL
EZC400N3400N,"13,804",TL
EZC100N3080,"3,088",TL
EZC100N3025,"2,455",TL
EZC100H4080,"3,632",TL
EZC400N4400N,"16,898",TL
EZC250H4125,"10,472",TL
LV510340,"5,338",TL
LV510932,"3,509",TL
EZC100H4063,"2,907",TL
EZC100F3025,"2,455",TL
EZC100F3020,"2,455",TL
EZC100N1032,"1,456",TL
EZC100H1032,"1,456",TL
LV510931,"3,509",TL
LV510933,"3,509",TL
LV510934,"3,509",TL
LV510936,"3,509",TL
LV510938,"3,509",TL
LV510952,"4,424",TL
LV510953,"4,424",TL
LV510954,"4,424",TL
LV510956,"4,424",TL
LV510957,"4,424",TL
LV510958,"4,424",TL
LV510930,"3,509",TL
EZC100H4060,"2,907",TL
EZC100H1016,"1,456",TL
EZC100H2016,"1,775",TL
EZC100H3016,"2,455",TL
EZC250H4160,"10,914",TL
EZC250H4200,"11,696",TL
EZC400H3320N,"12,410",TL
EZC630N3400N,"14,960",TL
EZC630N3500N,"14,960",TL
EZC630N3600N,"15,028",TL
EZC630N4500N,"18,768",TL
EZC630N4600N,"18,768",TL
EZC630H3400N,"14,960",TL
EZC630H3500N,"15,028",TL
EZC630H3600N,"15,096",TL
EZC630H4500N,"18,768",TL
EZC630H4600N,"18,768",TL
EZC100N3063,"2,455",TL
EZC100H1063,"1,456",TL
EZC100H3063,"2,455",TL
EZC100N3100,"3,088",TL
EZC100F3030,"2,455",TL
EZC100F3040,"2,455",TL
EZC100F3050,"2,455",TL
EZC100F3075,"3,088",TL
EZC100F3100,"3,088",TL
EZC100H1020,"1,456",TL
EZC100H2063,"1,775",TL
EZC100H2030,"1,775",TL
EZC100H2040,"1,775",TL
EZC100H2050,"1,775",TL
EZC100H2060,"1,775",TL
EZC100H2075,"1,955",TL
EZC100H2080,"1,955",TL
EZC100N4100,"3,632",TL
EZC100N4063,"2,907",TL
LV510445,"6,562",TL
LV540505,"21,556",TL
LV563505,"27,574",TL
LV540506,"29,206",TL
LV563506,"37,400",TL
